0 3.33455 0.643762
1 2.97519 0.646051
2 3.66439 0.694941
3 4.13682 0.570674
4 3.50513 0.663508
5 3.52379 0.498818
6 4.09576 0.664153
7 3.21537 0.563735
8 4.34271 0.432533
9 4.09522 0.70113
10 4.23927 0.509532
11 3.11384 0.433112
12 4.97299 0.440058
13 3.53283 0.492002
14 5.06315 0.600367
15 4.38604 0.653451
16 3.9225 0.508162
17 4.82955 0.609343
18 3.38751 0.557284
19 3.24396 0.569885
20 4.41539 0.670721
21 3.88578 0.618991
22 3.80986 0.777952
23 4.51034 0.533479
24 4.17951 0.542526
25 3.89456 0.567176
26 4.46128 0.624144
27 4.54864 0.517584
28 3.92897 0.555693
29 4.20174 0.454828
